Physical Time (s),theta_vol Monitor (W): cv1,theta_vol Monitor (W): cv2,theta_vol Monitor (W): cv3,theta_vol Monitor (W): cv4,theta_vol Monitor (W): cv5,theta_vol Monitor (W): cv6,theta_vol Monitor (W): cv7
5.2835,0,0,0,0,0,0,0
5.28375,0,0,0,0,0,0,0
5.284,0,0,0,0,0,0,0
5.28425,0,0,0,0,0,0,0
5.2845,0,0,0,0,0,0,0
5.28475,0,0,0,0,0,0,0
5.285,0,0,0,0,0,0,0
5.28525,0,0,0,0,0,0,0
5.2855,0,0,0,0,0,0,0
5.28575,0,0,0,0,0,0,0
5.286,0,0,0,0,0,0,0
5.28625,0,0,0,0,0,0,0
5.2865,0,0,0,0,0,0,0
5.28675,0,0,0,0,0,0,0
5.287,0,0,0,0,0,0,0
5.28725,0,0,0,0,0,0,0
5.2875,0,0,0,0,0,0,0
5.28775,0,0,0,0,0,0,0
5.288,0,0,0,0,0,0,0
5.28825,0,0,0,0,0,0,0
5.2885,0,0,0,0,0,0,0
5.28875,0,0,0,0,0,0,0
5.289,0,0,0,0,0,0,0
5.28925,0,0,0,0,0,0,0
5.2895,0,0,0,0,0,0,0
5.28975,0,0,0,0,0,0,0
5.29,0,0,0,0,0,0,0
5.29025,0,0,0,0,0,0,0
5.2905,0,0,0,0,0,0,0
5.29075,0,0,0,0,0,0,0
5.291,0,0,0,0,0,0,0
5.29125,0,0,0,0,0,0,0
5.2915,0,0,0,0,0,0,0
5.29175,0,0,0,0,0,0,0
5.292,0,0,0,0,0,0,0
5.29225,0,0,0,0,0,0,0
5.2925,0,0,0,0,0,0,0
5.29275,0,0,0,0,0,0,0
5.293,0,0,0,0,0,0,0
5.29325,0,0,0,0,0,0,0
5.2935,0,0,0,0,0,0,0
5.29375,0,0,0,0,0,0,0
5.294,0,0,0,0,0,0,0
5.29425,0,0,0,0,0,0,0
5.2945,0,0,0,0,0,0,0
5.29475,0,0,0,0,0,0,0
5.295,0,0,0,0,0,0,0
5.29525,0,0,0,0,0,0,0
5.2955,0,0,0,0,0,0,0
5.29575,0,0,0,0,0,0,0
5.296,0,0,0,0,0,0,0
5.29625,0,0,0,0,0,0,0
5.2965,0,0,0,0,0,0,0
5.29675,0,0,0,0,0,0,0
5.297,0,0,0,0,0,0,0
5.29725,0,0,0,0,0,0,0
5.2975,0,0,0,0,0,0,0
5.29775,0,0,0,0,0,0,0
5.298,0,0,0,0,0,0,0
5.29825,0,0,0,0,0,0,0
5.2985,0,0,0,0,0,0,0
5.29875,0,0,0,0,0,0,0
5.299,0,0,0,0,0,0,0
5.29925,0,0,0,0,0,0,0
5.2995,0,0,0,0,0,0,0
5.29975,0,0,0,0,0,0,0
5.3,0,0,0,0,0,0,0
5.30025,0,0,0,0,0,0,0
5.3005,0,0,0,0,0,0,0
5.30075,0,0,0,0,0,0,0
5.301,0,0,0,0,0,0,0
5.30125,0,0,0,0,0,0,0
5.3015,0,0,0,0,0,0,0
5.30175,0,0,0,0,0,0,0
5.302,0,0,0,0,0,0,0
5.30225,0,0,0,0,0,0,0
5.3025,0,0,0,0,0,0,0
5.30275,0,0,0,0,0,0,0
5.303,0,0,0,0,0,0,0
5.30325,0,0,0,0,0,0,0
5.3035,0,0,0,0,0,0,0
5.30375,0,0,0,0,0,0,0
5.304,0,0,0,0,0,0,0
5.30425,0,0,0,0,0,0,0
5.3045,0,0,0,0,0,0,0
5.30475,0,0,0,0,0,0,0
5.305,0,0,0,0,0,0,0
5.30525,0,0,0,0,0,0,0
5.3055,0,0,0,0,0,0,0
5.30575,0,0,0,0,0,0,0
5.306,0,0,0,0,0,0,0
5.30625,0,0,0,0,0,0,0
5.3065,0,0,0,0,0,0,0
5.30675,0,0,0,0,0,0,0
5.307,0,0,0,0,0,0,0
5.30725,0,0,0,0,0,0,0
5.3075,0,0,0,0,0,0,0
5.30775,0,0,0,0,0,0,0
5.308,0,0,0,0,0,0,0
5.30825,0,0,0,0,0,0,0
5.3085,0,0,0,0,0,0,0
5.30875,0,0,0,0,0,0,0
5.309,0,0,0,0,0,0,0
5.30925,0,0,0,0,0,0,0
5.3095,0,0,0,0,0,0,0
5.30975,0,0,0,0,0,0,0
5.31,0,0,0,0,0,0,0
5.31025,0,0,0,0,0,0,0
5.3105,0,0,0,0,0,0,0
5.31075,0,0,0,0,0,0,0
5.311,0,0,0,0,0,0,0
5.31125,0,0,0,0,0,0,0
5.3115,0,0,0,0,0,0,0
5.31175,0,0,0,0,0,0,0
5.312,0,0,0,0,0,0,0
5.31225,0,0,0,0,0,0,0
5.3125,0,0,0,0,0,0,0
5.31275,0,0,0,0,0,0,0
5.313,0,0,0,0,0,0,0
5.31325,0,0,0,0,0,0,0
5.3135,0,0,0,0,0,0,0
5.31375,0,0,0,0,0,0,0
5.314,0,0,0,0,0,0,0
5.31425,0,0,0,0,0,0,0
5.3145,0,0,0,0,0,0,0
5.31475,0,0,0,0,0,0,0
5.315,0,0,0,0,0,0,0
5.31525,0,0,0,0,0,0,0
5.3155,0,0,0,0,0,0,0
5.31575,0,0,0,0,0,0,0
5.316,0,0,0,0,0,0,0
5.31625,0,0,0,0,0,0,0
5.3165,0,0,0,0,0,0,0
5.31675,0,0,0,0,0,0,0
5.317,0,0,0,0,0,0,0
5.31725,0,0,0,0,0,0,0
5.3175,0,0,0,0,0,0,0
5.31775,0,0,0,0,0,0,0
5.318,0,0,0,0,0,0,0
5.31825,0,0,0,0,0,0,0
5.3185,0,0,0,0,0,0,0
5.31875,0,0,0,0,0,0,0
5.319,0,0,0,0,0,0,0
5.31925,0,0,0,0,0,0,0
5.3195,0,0,0,0,0,0,0
5.31975,0,0,0,0,0,0,0
5.32,0,0,0,0,0,0,0
5.32025,0,0,0,0,0,0,0
5.3205,0,0,0,0,0,0,0
5.32075,0,0,0,0,0,0,0
5.321,0,0,0,0,0,0,0
5.32125,0,0,0,0,0,0,0
5.3215,0,0,0,0,0,0,0
5.32175,0,0,0,0,0,0,0
5.322,0,0,0,0,0,0,0
5.32225,0,0,0,0,0,0,0
5.3225,0,0,0,0,0,0,0
5.32275,0,0,0,0,0,0,0
5.323,0,0,0,0,0,0,0
5.32325,0,0,0,0,0,0,0
5.3235,0,0,0,0,0,0,0
5.32375,0,0,0,0,0,0,0
5.324,0,0,0,0,0,0,0
5.32425,0,0,0,0,0,0,0
5.3245,0,0,0,0,0,0,0
5.32475,0,0,0,0,0,0,0
5.325,0,0,0,0,0,0,0
5.32525,0,0,0,0,0,0,0
5.3255,0,0,0,0,0,0,0
5.32575,0,0,0,0,0,0,0
5.326,0,0,0,0,0,0,0
5.32625,0,0,0,0,0,0,0
5.3265,0,0,0,0,0,0,0
5.32675,0,0,0,0,0,0,0
5.327,0,0,0,0,0,0,0
5.32725,0,0,0,0,0,0,0
5.3275,0,0,0,0,0,0,0
5.32775,0,0,0,0,0,0,0
5.328,0,0,0,0,0,0,0
5.32825,0,0,0,0,0,0,0
5.3285,0,0,0,0,0,0,0
5.32875,0,0,0,0,0,0,0
5.329,0,0,0,0,0,0,0
5.32925,0,0,0,0,0,0,0
5.3295,0,0,0,0,0,0,0
5.32975,0,0,0,0,0,0,0
5.33,0,0,0,0,0,0,0
5.33025,0,0,0,0,0,0,0
5.3305,0,0,0,0,0,0,0
5.33075,0,0,0,0,0,0,0
5.331,0,0,0,0,0,0,0
5.33125,0,0,0,0,0,0,0
5.3315,0,0,0,0,0,0,0
5.33175,0,0,0,0,0,0,0
5.332,0,0,0,0,0,0,0
5.33225,0,0,0,0,0,0,0
5.3325,0,0,0,0,0,0,0
5.33275,0,0,0,0,0,0,0
5.333,0,0,0,0,0,0,0
5.33325,0,0,0,0,0,0,0
5.3335,0,0,0,0,0,0,0
5.33375,0,0,0,0,0,0,0
5.334,0,0,0,0,0,0,0
5.33425,0,0,0,0,0,0,0
5.3345,0,0,0,0,0,0,0
5.33475,0,0,0,0,0,0,0
5.335,0,0,0,0,0,0,0
5.33525,0,0,0,0,0,0,0
5.3355,0,0,0,0,0,0,0
5.33575,0,0,0,0,0,0,0
5.336,0,0,0,0,0,0,0
5.33625,0,0,0,0,0,0,0
5.3365,0,0,0,0,0,0,0
5.33675,0,0,0,0,0,0,0
5.337,0,0,0,0,0,0,0
5.33725,0,0,0,0,0,0,0
5.3375,0,0,0,0,0,0,0
5.33775,0,0,0,0,0,0,0
5.338,0,0,0,0,0,0,0
5.33825,0,0,0,0,0,0,0
5.3385,0,0,0,0,0,0,0
5.33875,0,0,0,0,0,0,0
5.339,0,0,0,0,0,0,0
5.33925,0,0,0,0,0,0,0
5.3395,0,0,0,0,0,0,0
5.33975,0,0,0,0,0,0,0
5.34,0,0,0,0,0,0,0
5.34025,0,0,0,0,0,0,0
5.3405,0,0,0,0,0,0,0
5.34075,0,0,0,0,0,0,0
5.341,0,0,0,0,0,0,0
5.34125,0,0,0,0,0,0,0
5.3415,0,0,0,0,0,0,0
5.34175,0,0,0,0,0,0,0
5.342,0,0,0,0,0,0,0
5.34225,0,0,0,0,0,0,0
5.3425,0,0,0,0,0,0,0
5.34275,0,0,0,0,0,0,0
5.343,0,0,0,0,0,0,0
5.34325,0,0,0,0,0,0,0
5.3435,0,0,0,0,0,0,0
5.34375,0,0,0,0,0,0,0
5.344,0,0,0,0,0,0,0
5.34425,0,0,0,0,0,0,0
5.3445,0,0,0,0,0,0,0
5.34475,0,0,0,0,0,0,0
5.345,0,0,0,0,0,0,0
5.34525,0,0,0,0,0,0,0
5.3455,0,0,0,0,0,0,0
5.34575,0,0,0,0,0,0,0
5.346,0,0,0,0,0,0,0
5.34625,0,0,0,0,0,0,0
5.3465,0,0,0,0,0,0,0
5.34675,0,0,0,0,0,0,0
5.347,0,0,0,0,0,0,0
5.34725,0,0,0,0,0,0,0
5.3475,0,0,0,0,0,0,0
5.34775,0,0,0,0,0,0,0
5.348,0,0,0,0,0,0,0
5.34825,0,0,0,0,0,0,0
5.3485,0,0,0,0,0,0,0
5.34875,0,0,0,0,0,0,0
5.349,0,0,0,0,0,0,0
5.34925,0,0,0,0,0,0,0
5.3495,0,0,0,0,0,0,0
5.34975,0,0,0,0,0,0,0
5.35,0,0,0,0,0,0,0
5.35025,0,0,0,0,0,0,0
5.3505,0,0,0,0,0,0,0
5.35075,0,0,0,0,0,0,0
5.351,0,0,0,0,0,0,0
5.35125,0,0,0,0,0,0,0
5.3515,0,0,0,0,0,0,0
5.35175,0,0,0,0,0,0,0
5.352,0,0,0,0,0,0,0
5.35225,0,0,0,0,0,0,0
5.3525,0,0,0,0,0,0,0
5.35275,0,0,0,0,0,0,0
5.353,0,0,0,0,0,0,0
5.35325,0,0,0,0,0,0,0
5.3535,0,0,0,0,0,0,0
5.35375,0,0,0,0,0,0,0
5.354,0,0,0,0,0,0,0
5.35425,0,0,0,0,0,0,0
5.3545,0,0,0,0,0,0,0
5.35475,0,0,0,0,0,0,0
5.355,0,0,0,0,0,0,0
5.35525,0,0,0,0,0,0,0
5.3555,0,0,0,0,0,0,0
5.35575,0,0,0,0,0,0,0
5.356,0,0,0,0,0,0,0
5.35625,0,0,0,0,0,0,0
5.3565,0,0,0,0,0,0,0
5.35675,0,0,0,0,0,0,0
5.357,0,0,0,0,0,0,0
5.35725,0,0,0,0,0,0,0
5.3575,0,0,0,0,0,0,0
5.35775,0,0,0,0,0,0,0
5.358,0,0,0,0,0,0,0
5.35825,0,0,0,0,0,0,0
5.3585,0,0,0,0,0,0,0
5.35875,0,0,0,0,0,0,0
5.359,0,0,0,0,0,0,0
5.35925,0,0,0,0,0,0,0
5.3595,0,0,0,0,0,0,0
5.35975,0,0,0,0,0,0,0
5.36,0,0,0,0,0,0,0
5.36025,0,0,0,0,0,0,0
5.3605,0,0,0,0,0,0,0
5.36075,0,0,0,0,0,0,0
5.361,0,0,0,0,0,0,0
5.36125,0,0,0,0,0,0,0
5.3615,0,0,0,0,0,0,0
5.36175,0,0,0,0,0,0,0
5.362,0,0,0,0,0,0,0
5.36225,0,0,0,0,0,0,0
5.3625,0,0,0,0,0,0,0
5.36275,0,0,0,0,0,0,0
5.363,0,0,0,0,0,0,0
5.36325,0,0,0,0,0,0,0
5.3635,0,0,0,0,0,0,0
5.36375,0,0,0,0,0,0,0
5.364,0,0,0,0,0,0,0
5.36425,0,0,0,0,0,0,0
5.3645,0,0,0,0,0,0,0
5.36475,0,0,0,0,0,0,0
5.365,0,0,0,0,0,0,0
5.36525,0,0,0,0,0,0,0
5.3655,0,0,0,0,0,0,0
5.36575,0,0,0,0,0,0,0
5.366,0,0,0,0,0,0,0
5.36625,0,0,0,0,0,0,0
5.3665,0,0,0,0,0,0,0
5.36675,0,0,0,0,0,0,0
5.367,0,0,0,0,0,0,0
5.36725,0,0,0,0,0,0,0
5.3675,0,0,0,0,0,0,0
5.36775,0,0,0,0,0,0,0
5.368,0,0,0,0,0,0,0
5.36825,0,0,0,0,0,0,0
5.3685,0,0,0,0,0,0,0
5.36875,0,0,0,0,0,0,0
5.369,0,0,0,0,0,0,0
5.36925,0,0,0,0,0,0,0
5.3695,0,0,0,0,0,0,0
5.36975,0,0,0,0,0,0,0
5.37,0,0,0,0,0,0,0
5.37025,0,0,0,0,0,0,0
5.3705,0,0,0,0,0,0,0
5.37075,0,0,0,0,0,0,0
5.371,0,0,0,0,0,0,0
5.37125,0,0,0,0,0,0,0
5.3715,0,0,0,0,0,0,0
5.37175,0,0,0,0,0,0,0
5.372,0,0,0,0,0,0,0
5.37225,0,0,0,0,0,0,0
5.3725,0,0,0,0,0,0,0
5.37275,0,0,0,0,0,0,0
5.373,0,0,0,0,0,0,0
5.37325,0,0,0,0,0,0,0
5.3735,0,0,0,0,0,0,0
5.37375,0,0,0,0,0,0,0
5.374,0,0,0,0,0,0,0
5.37425,0,0,0,0,0,0,0
5.3745,0,0,0,0,0,0,0
5.37475,0,0,0,0,0,0,0
5.375,0,0,0,0,0,0,0
5.37525,0,0,0,0,0,0,0
5.3755,0,0,0,0,0,0,0
5.37575,0,0,0,0,0,0,0
5.376,0,0,0,0,0,0,0
5.37625,0,0,0,0,0,0,0
5.3765,0,0,0,0,0,0,0
5.37675,0,0,0,0,0,0,0
5.377,0,0,0,0,0,0,0
5.37725,0,0,0,0,0,0,0
5.3775,0,0,0,0,0,0,0
5.37775,0,0,0,0,0,0,0
5.378,0,0,0,0,0,0,0
5.37825,0,0,0,0,0,0,0
5.3785,0,0,0,0,0,0,0
5.37875,0,0,0,0,0,0,0
5.379,0,0,0,0,0,0,0
5.37925,0,0,0,0,0,0,0
5.3795,0,0,0,0,0,0,0
5.37975,0,0,0,0,0,0,0
5.38,0,0,0,0,0,0,0
5.38025,0,0,0,0,0,0,0
5.3805,0,0,0,0,0,0,0
5.38075,0,0,0,0,0,0,0
5.381,0,0,0,0,0,0,0
5.38125,0,0,0,0,0,0,0
5.3815,0,0,0,0,0,0,0
5.38175,0,0,0,0,0,0,0
5.382,0,0,0,0,0,0,0
5.38225,0,0,0,0,0,0,0
5.3825,0,0,0,0,0,0,0
5.38275,0,0,0,0,0,0,0
5.383,0,0,0,0,0,0,0
5.38325,0,0,0,0,0,0,0
5.3835,0,0,0,0,0,0,0
5.38375,0,0,0,0,0,0,0
5.384,0,0,0,0,0,0,0
5.38425,0,0,0,0,0,0,0
5.3845,0,0,0,0,0,0,0
5.38475,0,0,0,0,0,0,0
5.385,0,0,0,0,0,0,0
5.38525,0,0,0,0,0,0,0
5.3855,0,0,0,0,0,0,0
5.38575,0,0,0,0,0,0,0
5.386,0,0,0,0,0,0,0
5.38625,0,0,0,0,0,0,0
5.3865,0,0,0,0,0,0,0
5.38675,0,0,0,0,0,0,0
5.387,0,0,0,0,0,0,0
5.38725,0,0,0,0,0,0,0
5.3875,0,0,0,0,0,0,0
5.38775,0,0,0,0,0,0,0
5.388,0,0,0,0,0,0,0
5.38825,0,0,0,0,0,0,0
5.3885,0,0,0,0,0,0,0
5.38875,0,0,0,0,0,0,0
5.389,0,0,0,0,0,0,0
5.38925,0,0,0,0,0,0,0
5.3895,0,0,0,0,0,0,0
5.38975,0,0,0,0,0,0,0
5.39,0,0,0,0,0,0,0
5.39025,0,0,0,0,0,0,0
5.3905,0,0,0,0,0,0,0
5.39075,0,0,0,0,0,0,0
5.391,0,0,0,0,0,0,0
5.39125,0,0,0,0,0,0,0
5.3915,0,0,0,0,0,0,0
5.39175,0,0,0,0,0,0,0
5.392,0,0,0,0,0,0,0
5.39225,0,0,0,0,0,0,0
5.3925,0,0,0,0,0,0,0
5.39275,0,0,0,0,0,0,0
5.393,0,0,0,0,0,0,0
5.39325,0,0,0,0,0,0,0
5.3935,0,0,0,0,0,0,0
5.39375,0,0,0,0,0,0,0
5.394,0,0,0,0,0,0,0
5.39425,0,0,0,0,0,0,0
5.3945,0,0,0,0,0,0,0
5.39475,0,0,0,0,0,0,0
5.395,0,0,0,0,0,0,0
5.39525,0,0,0,0,0,0,0
5.3955,0,0,0,0,0,0,0
5.39575,0,0,0,0,0,0,0
5.396,0,0,0,0,0,0,0
5.39625,0,0,0,0,0,0,0
5.3965,0,0,0,0,0,0,0
5.39675,0,0,0,0,0,0,0
5.397,0,0,0,0,0,0,0
5.39725,0,0,0,0,0,0,0
5.3975,0,0,0,0,0,0,0
5.39775,0,0,0,0,0,0,0
5.398,0,0,0,0,0,0,0
5.39825,0,0,0,0,0,0,0
5.3985,0,0,0,0,0,0,0
5.39875,0,0,0,0,0,0,0
5.399,0,0,0,0,0,0,0
5.39925,0,0,0,0,0,0,0
5.3995,0,0,0,0,0,0,0
5.39975,0,0,0,0,0,0,0
5.4,0,0,0,0,0,0,0
5.40025,0,0,0,0,0,0,0
5.4005,0,0,0,0,0,0,0
5.40075,0,0,0,0,0,0,0
5.401,0,0,0,0,0,0,0
5.40125,0,0,0,0,0,0,0
5.4015,0,0,0,0,0,0,0
5.40175,0,0,0,0,0,0,0
5.402,0,0,0,0,0,0,0
5.40225,0,0,0,0,0,0,0
5.4025,0,0,0,0,0,0,0
5.40275,0,0,0,0,0,0,0
5.403,0,0,0,0,0,0,0
5.40325,0,0,0,0,0,0,0
5.4035,0,0,0,0,0,0,0
5.40375,0,0,0,0,0,0,0
5.404,0,0,0,0,0,0,0
5.40425,0,0,0,0,0,0,0
5.4045,0,0,0,0,0,0,0
5.40475,0,0,0,0,0,0,0
5.405,0,0,0,0,0,0,0
5.40525,0,0,0,0,0,0,0
5.4055,0,0,0,0,0,0,0
5.40575,0,0,0,0,0,0,0
5.406,0,0,0,0,0,0,0
5.40625,0,0,0,0,0,0,0
5.4065,0,0,0,0,0,0,0
5.40675,0,0,0,0,0,0,0
5.407,0,0,0,0,0,0,0
5.40725,0,0,0,0,0,0,0
5.4075,0,0,0,0,0,0,0
5.40775,0,0,0,0,0,0,0
5.408,0,0,0,0,0,0,0
5.40825,0,0,0,0,0,0,0
5.4085,0,0,0,0,0,0,0
5.40875,0,0,0,0,0,0,0
5.409,0,0,0,0,0,0,0
5.40925,0,0,0,0,0,0,0
5.4095,0,0,0,0,0,0,0
5.40975,0,0,0,0,0,0,0
5.41,0,0,0,0,0,0,0
5.41025,0,0,0,0,0,0,0
5.4105,0,0,0,0,0,0,0
5.41075,0,0,0,0,0,0,0
5.411,0,0,0,0,0,0,0
5.41125,0,0,0,0,0,0,0
5.4115,0,0,0,0,0,0,0
5.41175,0,0,0,0,0,0,0
5.412,0,0,0,0,0,0,0
5.41225,0,0,0,0,0,0,0
5.4125,0,0,0,0,0,0,0
5.41275,0,0,0,0,0,0,0
5.413,0,0,0,0,0,0,0
5.41325,0,0,0,0,0,0,0
5.4135,0,0,0,0,0,0,0
5.41375,0,0,0,0,0,0,0
5.414,0,0,0,0,0,0,0
5.41425,0,0,0,0,0,0,0
5.4145,0,0,0,0,0,0,0
5.41475,0,0,0,0,0,0,0
5.415,0,0,0,0,0,0,0
5.41525,0,0,0,0,0,0,0
5.4155,0,0,0,0,0,0,0
5.41575,0,0,0,0,0,0,0
5.416,0,0,0,0,0,0,0
5.41625,0,0,0,0,0,0,0
5.4165,0,0,0,0,0,0,0
5.41675,0,0,0,0,0,0,0
5.417,0,0,0,0,0,0,0
5.41725,0,0,0,0,0,0,0
5.4175,0,0,0,0,0,0,0
5.41775,0,0,0,0,0,0,0
5.418,0,0,0,0,0,0,0
5.41825,0,0,0,0,0,0,0
5.4185,0,0,0,0,0,0,0
5.41875,0,0,0,0,0,0,0
5.419,0,0,0,0,0,0,0
5.41925,0,0,0,0,0,0,0
5.4195,0,0,0,0,0,0,0
5.41975,0,0,0,0,0,0,0
5.42,0,0,0,0,0,0,0
5.42025,0,0,0,0,0,0,0
5.4205,0,0,0,0,0,0,0
5.42075,0,0,0,0,0,0,0
5.421,0,0,0,0,0,0,0
5.42125,0,0,0,0,0,0,0
5.4215,0,0,0,0,0,0,0
5.42175,0,0,0,0,0,0,0
5.422,0,0,0,0,0,0,0
5.42225,0,0,0,0,0,0,0
5.4225,0,0,0,0,0,0,0
5.42275,0,0,0,0,0,0,0
5.423,0,0,0,0,0,0,0
5.42325,0,0,0,0,0,0,0
5.4235,0,0,0,0,0,0,0
5.42375,0,0,0,0,0,0,0
5.424,0,0,0,0,0,0,0
5.42425,0,0,0,0,0,0,0
5.4245,0,0,0,0,0,0,0
5.42475,0,0,0,0,0,0,0
5.425,0,0,0,0,0,0,0
5.42525,0,0,0,0,0,0,0
5.4255,0,0,0,0,0,0,0
5.42575,0,0,0,0,0,0,0
5.426,0,0,0,0,0,0,0
5.42625,0,0,0,0,0,0,0
5.4265,0,0,0,0,0,0,0
5.42675,0,0,0,0,0,0,0
5.427,0,0,0,0,0,0,0
5.42725,0,0,0,0,0,0,0
5.4275,0,0,0,0,0,0,0
5.42775,0,0,0,0,0,0,0
5.428,0,0,0,0,0,0,0
5.42825,0,0,0,0,0,0,0
5.4285,0,0,0,0,0,0,0
5.42875,0,0,0,0,0,0,0
5.429,0,0,0,0,0,0,0
5.42925,0,0,0,0,0,0,0
5.4295,0,0,0,0,0,0,0
5.42975,0,0,0,0,0,0,0
5.43,0,0,0,0,0,0,0
5.43025,0,0,0,0,0,0,0
5.4305,0,0,0,0,0,0,0
5.43075,0,0,0,0,0,0,0
5.431,0,0,0,0,0,0,0
5.43125,0,0,0,0,0,0,0
5.4315,0,0,0,0,0,0,0
5.43175,0,0,0,0,0,0,0
5.432,0,0,0,0,0,0,0
5.43225,0,0,0,0,0,0,0
5.4325,0,0,0,0,0,0,0
5.43275,0,0,0,0,0,0,0
5.433,0,0,0,0,0,0,0
5.43325,0,0,0,0,0,0,0
5.4335,0,0,0,0,0,0,0
5.43375,0,0,0,0,0,0,0
5.434,0,0,0,0,0,0,0
5.43425,0,0,0,0,0,0,0
5.4345,0,0,0,0,0,0,0
5.43475,0,0,0,0,0,0,0
5.435,0,0,0,0,0,0,0
5.43525,0,0,0,0,0,0,0
5.4355,0,0,0,0,0,0,0
5.43575,0,0,0,0,0,0,0
5.436,0,0,0,0,0,0,0
5.43625,0,0,0,0,0,0,0
5.4365,0,0,0,0,0,0,0
5.43675,0,0,0,0,0,0,0
5.437,0,0,0,0,0,0,0
5.43725,0,0,0,0,0,0,0
5.4375,0,0,0,0,0,0,0
5.43775,0,0,0,0,0,0,0
5.438,0,0,0,0,0,0,0
5.43825,0,0,0,0,0,0,0
5.4385,0,0,0,0,0,0,0
5.43875,0,0,0,0,0,0,0
5.439,0,0,0,0,0,0,0
5.43925,0,0,0,0,0,0,0
5.4395,0,0,0,0,0,0,0
5.43975,0,0,0,0,0,0,0
5.44,0,0,0,0,0,0,0
5.44025,0,0,0,0,0,0,0
5.4405,0,0,0,0,0,0,0
5.44075,0,0,0,0,0,0,0
5.441,0,0,0,0,0,0,0
5.44125,0,0,0,0,0,0,0
5.4415,0,0,0,0,0,0,0
5.44175,0,0,0,0,0,0,0
5.442,0,0,0,0,0,0,0
5.44225,0,0,0,0,0,0,0
5.4425,0,0,0,0,0,0,0
5.44275,0,0,0,0,0,0,0
5.443,0,0,0,0,0,0,0
5.44325,0,0,0,0,0,0,0
5.4435,0,0,0,0,0,0,0
5.44375,0,0,0,0,0,0,0
5.444,0,0,0,0,0,0,0
5.44425,0,0,0,0,0,0,0
5.4445,0,0,0,0,0,0,0
5.44475,0,0,0,0,0,0,0
5.445,0,0,0,0,0,0,0
5.44525,0,0,0,0,0,0,0
5.4455,0,0,0,0,0,0,0
5.44575,0,0,0,0,0,0,0
5.446,0,0,0,0,0,0,0
5.44625,0,0,0,0,0,0,0
5.4465,0,0,0,0,0,0,0
5.44675,0,0,0,0,0,0,0
5.447,0,0,0,0,0,0,0
5.44725,0,0,0,0,0,0,0
5.4475,0,0,0,0,0,0,0
5.44775,0,0,0,0,0,0,0
5.448,0,0,0,0,0,0,0
5.44825,0,0,0,0,0,0,0
5.4485,0,0,0,0,0,0,0
5.44875,0,0,0,0,0,0,0
5.449,0,0,0,0,0,0,0
5.44925,0,0,0,0,0,0,0
5.4495,0,0,0,0,0,0,0
5.44975,0,0,0,0,0,0,0
5.45,0,0,0,0,0,0,0
5.45025,0,0,0,0,0,0,0
5.4505,0,0,0,0,0,0,0
5.45075,0,0,0,0,0,0,0
5.451,0,0,0,0,0,0,0
5.45125,0,0,0,0,0,0,0
5.4515,0,0,0,0,0,0,0
5.45175,0,0,0,0,0,0,0
5.452,0,0,0,0,0,0,0
5.45225,0,0,0,0,0,0,0
5.4525,0,0,0,0,0,0,0
5.45275,0,0,0,0,0,0,0
5.453,0,0,0,0,0,0,0
5.45325,0,0,0,0,0,0,0
5.4535,0,0,0,0,0,0,0
5.45375,0,0,0,0,0,0,0
5.454,0,0,0,0,0,0,0
5.45425,0,0,0,0,0,0,0
5.4545,0,0,0,0,0,0,0
5.45475,0,0,0,0,0,0,0
5.455,0,0,0,0,0,0,0
5.45525,0,0,0,0,0,0,0
5.4555,0,0,0,0,0,0,0
5.45575,0,0,0,0,0,0,0
5.456,0,0,0,0,0,0,0
5.45625,0,0,0,0,0,0,0
5.4565,0,0,0,0,0,0,0
5.45675,0,0,0,0,0,0,0
5.457,0,0,0,0,0,0,0
5.45725,0,0,0,0,0,0,0
5.4575,0,0,0,0,0,0,0
5.45775,0,0,0,0,0,0,0
5.458,0,0,0,0,0,0,0
5.45825,0,0,0,0,0,0,0
5.4585,0,0,0,0,0,0,0
5.45875,0,0,0,0,0,0,0
5.459,0,0,0,0,0,0,0
5.45925,0,0,0,0,0,0,0
5.4595,0,0,0,0,0,0,0
5.45975,0,0,0,0,0,0,0
5.46,0,0,0,0,0,0,0
5.46025,0,0,0,0,0,0,0
5.4605,0,0,0,0,0,0,0
5.46075,0,0,0,0,0,0,0
5.461,0,0,0,0,0,0,0
5.46125,0,0,0,0,0,0,0
5.4615,0,0,0,0,0,0,0
5.46175,0,0,0,0,0,0,0
5.462,0,0,0,0,0,0,0
5.46225,0,0,0,0,0,0,0
5.4625,0,0,0,0,0,0,0
5.46275,0,0,0,0,0,0,0
5.463,0,0,0,0,0,0,0
5.46325,0,0,0,0,0,0,0
5.4635,0,0,0,0,0,0,0
5.46375,0,0,0,0,0,0,0
5.464,0,0,0,0,0,0,0
5.46425,0,0,0,0,0,0,0
5.4645,0,0,0,0,0,0,0
5.46475,0,0,0,0,0,0,0
5.465,0,0,0,0,0,0,0
5.46525,0,0,0,0,0,0,0
5.4655,0,0,0,0,0,0,0
5.46575,0,0,0,0,0,0,0
5.466,0,0,0,0,0,0,0
5.46625,0,0,0,0,0,0,0
5.4665,0,0,0,0,0,0,0
5.46675,0,0,0,0,0,0,0
5.467,0,0,0,0,0,0,0
5.46725,0,0,0,0,0,0,0
5.4675,0,0,0,0,0,0,0
5.46775,0,0,0,0,0,0,0
5.468,0,0,0,0,0,0,0
5.46825,0,0,0,0,0,0,0
